ml_loss,dml_loss,regularization_loss
45.59010314941406,2339931.75,0.003113797203234326
84.88663482666016,657750720.0,0.003130495886630964
45.70934295654297,27955610.0,0.003098722329911071
45.89837646484375,77084136.0,0.003094846013044779
48.27894973754883,160042160.0,0.0030950077570466306
45.33195114135742,116617056.0,0.0030939677763497935
42.36800765991211,48545620.0,0.003094987539046399
40.97637939453125,10345532.0,0.0031008549134971274
40.86711502075195,892551.0,0.003112045992063594
41.414344787597656,6932597.0,0.0031267646962320865
41.98257827758789,15581191.0,0.003142099080051463
42.21397018432617,19479914.0,0.00315635609372152
42.09910202026367,17714666.0,0.0031695005634610326
41.76536560058594,12920468.0,0.0031823603194438615
41.37192153930664,7827852.5,0.003195880899379461
41.0280647277832,3753433.0,0.003210723681138415
40.78351593017578,1299474.125,0.003227167008422541
40.6568717956543,454717.96875,0.0032449837749278687
40.60084915161133,847485.0,0.0032634303459883516
40.54596710205078,1885652.875,0.0032813581730154985
40.40347671508789,2950240.25,0.003297710103860222
40.132755279541016,3435599.0,0.003311944406899882
39.744815826416016,3258279.75,0.0033241283831489474
39.28299331665039,2605004.0,0.0033346785788039676
38.79344940185547,1776659.125,0.0033441386641999337
38.319602966308594,1075380.75,0.003353052309671836
37.88677978515625,610507.3125,0.0033618352305395016
37.46918487548828,439537.34375,0.0033707699248883573
37.04903030395508,474155.78125,0.0033799704997882016
36.6100959777832,626356.5,0.003389470744225723
36.13518524169922,800671.875,0.0033992396388033063
35.62440872192383,940422.3125,0.0034092417327808195
35.09342575073242,973621.875,0.003419428281390581
34.574066162109375,924406.0625,0.0034297704809062336
34.088687896728516,797725.875,0.003440254483382414
33.660736083984375,619826.0,0.0034508476076680625
33.289512634277344,431601.71875,0.0034615180034888427
32.9653434753418,297082.71875,0.0034722172030359796
32.66594314575195,226243.671875,0.0034828870449389445
32.35404968261719,234115.671875,0.0034934591203476402
31.985328674316406,280513.4375,0.003503859758192729
31.53281021118164,339384.78125,0.003514039659788716
30.97681427001953,386247.9375,0.003523964759190005
30.32778549194336,392725.0625,0.003533639487739113
29.61613655090332,368942.21875,0.003543095972669284
28.880842208862305,324347.15625,0.0035523995762826365
28.159284591674805,276031.21875,0.0035616153839223815
27.48002052307129,236332.953125,0.0035707868781369614
26.853914260864258,217574.953125,0.0035799492327076013
26.270381927490234,220548.40625,0.003589129589607214
25.70281410217285,242638.28125,0.0035983340419317605
25.13231086730957,266400.0,0.003607576437626604
24.546236038208008,279103.875,0.0036168592693219107
23.938764572143555,276737.65625,0.0036261952771274152
23.32244300842285,261270.328125,0.003635581414495137
22.715909957885742,234714.328125,0.0036450032795618983
22.133560180664062,208941.734375,0.003654451178765944
21.58295249938965,187835.046875,0.00366390101668234
21.06353759765625,176551.421875,0.003673327313091618
20.564844131469727,170582.34375,0.0036827051416921217
20.072458267211914,171829.453125,0.0036920040370040505
19.566757202148438,174962.921875,0.003701205719739524
19.037776947021484,169751.5625,0.0037102977267477145
18.487031936645508,163838.5,0.0037192850432889533
17.918771743774414,151869.90625,0.0037281737624592004
17.34720802307129,140265.140625,0.0037369832713819652
16.79173469543457,131543.890625,0.003745725202331354
16.265544891357422,125039.359375,0.0037544186654719686
15.773871421813965,122142.515625,0.0037630880331876496
15.312088012695312,119059.2890625,0.003771756293067702
14.874744415283203,125552.6796875,0.0037804331386738794
14.457905769348145,128416.7109375,0.0037891285405268448
14.057934761047363,126269.609375,0.003797837513366267
13.676121711730957,118080.3203125,0.0038065453783700603
13.316914558410645,113430.0703125,0.003815233302332529
12.984055519104004,106522.34375,0.003823875528075297
12.68096923828125,101502.5390625,0.0038324415901185628
12.40175724029541,100941.703125,0.0038409118243799096
12.137954711914062,100721.9140625,0.003849258811927517
11.878548622131348,100414.2421875,0.0038574714744050932
11.616894721984863,102845.8984375,0.0038655359638672744
11.351776123046875,100070.3125,0.0038734464641770085
11.088882446289062,94315.3671875,0.003881206575800089
10.835563659667969,86817.015625,0.0038888240535859203
10.601518630981445,83857.6484375,0.0038963202233703634
10.389561653137207,80134.453125,0.0039037072713453374
10.199994087219238,80773.265625,0.003910996552826042
10.02851676940918,76822.4609375,0.0039182002540043975
9.870987892150879,75281.1015625,0.003925325852770899
9.72337818145752,72385.6484375,0.003932368363865217
9.586816787719727,70160.9765625,0.003939326125533908
9.461333274841309,68977.7265625,0.003946190275091937
9.347209930419922,66101.9453125,0.003952945302840499
9.243172645568848,65316.3828125,0.003959572098614989
9.147686958312988,63443.0078125,0.0039660573683878595
9.057036399841309,61936.453125,0.00397238477158358
8.968550682067871,60226.0,0.003978548215106191
8.879791259765625,57431.98046875,0.003984542436736454
8.79211139678955,55753.76953125,0.003990367990392183
8.707099914550781,55621.4375,0.003996038724018743
8.627460479736328,54366.6328125,0.004001555468492855
8.555976867675781,53154.04296875,0.00400693234871879
8.49201488494873,54531.5546875,0.004012179335217212
8.434327125549316,53435.78125,0.004017305013714245
8.382487297058105,52696.35546875,0.004022312430757868
8.335026741027832,50268.12109375,0.004027202140265898
8.29143238067627,50780.1328125,0.0040319782966219435
8.25112247467041,49092.55078125,0.004036643392456169
8.21295166015625,47499.6484375,0.004041199089522019
8.176152229309082,46945.53515625,0.00404566200535393
8.141316413879395,45914.375,0.00405002937036283
8.107149124145508,46382.46875,0.004054302292384347
8.07266902923584,44759.2890625,0.004058485756678813
8.038076400756836,45169.35546875,0.004062581978917485
8.00324535369873,45005.21875,0.004066605360963543
7.968418598175049,45269.22265625,0.004070549532762119
7.935325622558594,46224.84765625,0.004074416156066656
7.903894901275635,45145.64453125,0.004078212154849836
7.876553058624268,45301.40234375,0.004081936975193846
7.8534836769104,44808.1640625,0.0040856025263316985
7.833662986755371,43304.2578125,0.004089208808263392
7.817677974700928,42006.515625,0.004092754990112206
7.803025245666504,41098.28125,0.004096245503220658
7.7877960205078125,39239.68359375,0.004099681455424374
7.774470806121826,37652.98828125,0.004103081679929052
7.762605667114258,36840.7890625,0.00410644617673469
7.7509284019470215,36472.86328125,0.004109782423731786
7.73889684677124,36019.83203125,0.004113100668399909
7.724906921386719,35219.75390625,0.004116405065122668
7.709384441375732,35176.84765625,0.004119702260913837
7.692845821380615,35131.17578125,0.0041230036110886156
7.676813125610352,34357.63671875,0.004126319086167666
7.661412715911865,35329.8984375,0.004129657271877112
7.6464691162109375,35745.4609375,0.004133008474655201
7.632408142089844,34964.32421875,0.00413638321894041
7.618836402893066,34592.67578125,0.004139787597828696
7.60549783706665,35151.76171875,0.004143227150498207
7.592814922332764,34935.32421875,0.004146709077880533
7.581850528717041,34140.94140625,0.004150237257400374
7.57320499420166,34238.23046875,0.004153827752674352
7.565629005432129,33668.078125,0.004157475855401046
7.55879545211792,33349.73046875,0.004161190151306579
7.552976131439209,32903.61328125,0.004164969532555323
7.547721862792969,32527.892578125,0.004168819815284331
7.542990684509277,32479.580078125,0.004172743769082675
7.539242267608643,32510.302734375,0.004176739455238005
7.536609172821045,31069.552734375,0.004180803550243433
7.534646987915039,30531.646484375,0.004184925529660482
7.532976150512695,30254.1875,0.00418910373173571
7.5308709144592285,29353.947265625,0.004193318769345605
7.527551651000977,29434.2890625,0.0041975609489284145
7.522770404815674,29378.673828125,0.004201834424867746
7.516490459442139,28920.337890625,0.004206130611437475
7.508729934692383,28348.326171875,0.004210422089705779
7.499335289001465,27689.869140625,0.004214710244467197
7.48831844329834,27141.5078125,0.00421902027898229
7.475560665130615,27128.203125,0.004223331975250826
7.461315631866455,27898.46484375,0.004227650595492045
7.445647239685059,27430.671875,0.004231968661815448
7.4290452003479,27755.849609375,0.0042362861742210375
7.411777019500732,27079.478515625,0.00424059316218815
7.394654273986816,27394.55078125,0.004244890456593508
7.3773369789123535,27426.400390625,0.004249199660231879
7.359832763671875,27912.45703125,0.004253526866199223
7.3415656089782715,28063.9609375,0.004257904755646599
7.32232141494751,28581.671875,0.004262336929039802
7.302119731903076,28640.8046875,0.00426681950895413
7.281191349029541,28332.265625,0.004271358865444451
7.260064125061035,27707.767578125,0.00427594724366136
7.238705158233643,27992.892578125,0.004280584089687043
7.217156410217285,27870.33984375,0.004285270234398222
7.196372985839844,28274.650390625,0.004290003739082547
7.176858901977539,27979.48828125,0.004294778233685148
7.157914161682129,26875.197265625,0.004299600919137616
7.138886451721191,25957.1328125,0.004304478442453725
7.119234561920166,25501.234375,0.004309405818373145
7.098963260650635,25688.29296875,0.004314382769936969
7.077676773071289,24666.083984375,0.004319409574104102
7.054972171783447,24743.5625,0.004324489277422526
7.031070232391357,24558.91015625,0.004329618556385353
7.0072150230407715,24520.01171875,0.0043347915948555304
6.983144283294678,24123.080078125,0.004340008115874151
6.959667682647705,23336.208984375,0.0043452675655234
6.9366021156311035,22769.80859375,0.004350570774679999
6.913821697235107,22814.458984375,0.004355916358549412
6.891541957855225,23265.904296875,0.004361300716665844
6.869014263153076,22451.46875,0.004366727726453997
6.846075057983398,22062.2890625,0.004372200434461852
6.822333812713623,21954.10546875,0.004377714963264705
6.797986030578613,21102.474609375,0.0043832718667803725
6.77341890335083,20851.8515625,0.0043888708680499475
6.748312473297119,21200.82421875,0.004394519444963925
6.722970962524414,21240.314453125,0.004400218982316842
6.697171688079834,21215.396484375,0.004405975850163565
6.671480655670166,20669.44921875,0.004411788663709559
6.6457366943359375,21036.7421875,0.004417659361667175
6.620161533355713,20759.42578125,0.0044235812970226385
6.594635009765625,20079.064453125,0.004429548930597802
6.568467140197754,19656.091796875,0.004435564478063926
6.541744232177734,19429.76953125,0.004441625169831936
6.514207363128662,19422.63671875,0.00444773017502511
6.486201286315918,18990.591796875,0.004453880324520172
6.457481861114502,18669.994140625,0.004460075341358213
6.42771053314209,18718.955078125,0.0044663243651831734
6.3975830078125,18379.994140625,0.004472635427803365
6.367493152618408,18583.291015625,0.004479009637054416
6.337690353393555,18756.849609375,0.0044854497625253995
6.308380126953125,18685.208984375,0.00449195746596976
6.279749393463135,18712.34765625,0.004498525269497
6.251552581787109,18488.400390625,0.004505158435326358
6.223452091217041,18058.70703125,0.004511844777265914
6.195292949676514,18105.470703125,0.0045185898344938125
6.166656970977783,17556.7421875,0.004525390283503168
6.137923717498779,17059.99609375,0.004532242246869277
6.108336448669434,17160.7265625,0.004539141847167439
6.0781636238098145,17210.275390625,0.0045460949005347055
6.047111511230469,16979.134765625,0.004553098914340911
6.0155029296875,17047.822265625,0.004560157766010759
5.983617305755615,17089.603515625,0.004567274502092228
5.951687812805176,17180.775390625,0.004574442752530451
5.919411659240723,16766.53515625,0.004581661963407614
5.8867573738098145,16586.537109375,0.004588925764668849
5.853860855102539,16266.20703125,0.0045962341563141555
5.821061134338379,16067.3095703125,0.004603583537877739
5.788623332977295,15671.2080078125,0.00461096698538692
5.756175518035889,15200.953125,0.004618378405745734
5.723557472229004,14947.263671875,0.0046258155832829264
5.690870761871338,15115.4462890625,0.004633275194491609
5.658066749572754,15011.7939453125,0.0046407580702485015
5.625070095062256,15163.8818359375,0.004648274458033176
5.592196464538574,14624.0126953125,0.004655822696092187
5.559370517730713,14328.8330078125,0.004663406384891331
5.526357650756836,14134.0087890625,0.004671034387115638
5.492303848266602,14137.2421875,0.004678708364518555
5.457985877990723,14176.615234375,0.004686427209264451
5.423320293426514,14197.6708984375,0.004694183720421737
5.388398170471191,13839.666015625,0.004701980113661672
5.353205680847168,13803.923828125,0.004709812511559552
5.3182597160339355,13888.546875,0.004717679252361936
5.2834906578063965,13882.3134765625,0.004725579228233193
5.248685836791992,13706.2705078125,0.004733509115666436
5.213764667510986,13398.01953125,0.0047414722381685535
5.178778171539307,13068.5556640625,0.004749468595739544
5.143562316894531,13169.3076171875,0.004757492095283448
5.108310222625732,13110.888671875,0.004765543844635895
5.073011875152588,13351.755859375,0.004773623289879069
5.0378899574279785,13561.1640625,0.0047817320927664156
5.0031914710998535,13353.7802734375,0.0047898713611335625
4.968886375427246,13346.91015625,0.0047980422028161395
4.934967041015625,13105.732421875,0.004806244063896332
4.901174068450928,13078.7724609375,0.004814485253141358
4.867056846618652,12760.4267578125,0.0048227591235374435
4.832438945770264,12989.3349609375,0.004831062351577701
4.797884464263916,12798.0234375,0.004839396045097758
4.763147830963135,13065.15234375,0.00484776186585106
4.728429794311523,13007.2685546875,0.004856157044248534
4.6934356689453125,12231.798828125,0.004864579364618922
4.6586594581604,12548.615234375,0.004873029934797852
4.62410831451416,12399.9033203125,0.004881508754785324
4.589605808258057,12390.390625,0.004890013054992266
4.55507230758667,12504.0634765625,0.004898544497172122
4.520219802856445,12524.236328125,0.004907096434311116
4.485246181488037,12531.06640625,0.00491566277331329
4.449893951416016,12528.693359375,0.004924236313247052
4.414608478546143,12477.923828125,0.0049328198237014766
4.379926681518555,12416.1171875,0.004941413304676563
4.345720291137695,12228.3720703125,0.004950014540501053
4.312440872192383,12380.587890625,0.004958626854681835
4.280114650726318,12629.6689453125,0.004967250247218907
4.2482171058654785,12223.8974609375,0.004975887487701344
4.216563701629639,12333.67578125,0.004984540237882589
4.184848308563232,12374.03125,0.004993211267351713
4.153161525726318,12347.759765625,0.0050018983604374605
4.121679782867432,12485.1416015625,0.005010595977961684
4.090080261230469,12829.9541015625,0.0050193030120887555
4.059014797210693,13151.2861328125,0.005028023894161191
